adverse_selection,mean_pnl,std_pnl,ratio,p05,p95,loss_rate,mean_maxdd,mean_gamma,mean_theta,mean_edge,mean_hedge_cost
0.0,53.46356074421755,17.400684099652334,3.0724976350375646,37.26714517601612,84.79187895734361,0.0,-11.00785277099802,-1.7408679305269414,0.09314014133663306,55.60995743430072,-0.7348664095177235
0.2,32.90081077168245,18.8442250114816,1.7459359963933943,9.081217685080112,61.28135246111831,0.0,-14.862279212855361,-0.9002277358759452,-0.564545759584475,55.60995743430072,-0.7495454596104398
0.4,8.830033759992595,21.647821557507925,0.40789479609000895,-19.783449456415774,40.17134217014892,0.3333333333333333,-23.20265318721897,-0.7700277754722423,-0.26022921120769177,55.60995743430072,-0.8028221610111785
0.6,-14.480921413118603,28.892664416639718,-0.5011971621689145,-61.217724274702945,14.39414210152703,0.5833333333333334,-34.264579755257195,-0.060067902997406684,-1.1031782640008434,55.60995743430072,-0.871639231117828
0.8,-34.91724254143735,36.38666101962311,-0.9596165617561526,-88.86832711314293,-3.0748489813867734,1.0,-47.027604905108426,-2.4174775879748833,0.6592159489890567,55.60995743430072,-0.9599555868149944
